"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i131434954","","2026-03-12","09:36","strength","WeightTraining","intervals","142","163","icu","37.8","37.8","0.0","","","","94.0","76.0","110.0","","","","","100.0","0.0","0.0","37.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","4.0","6.300533","","","","","","","NA","below","below","strength_unknown","","0","0","v3.11",""
"i131571592","","2026-03-12","14:42","swim","Swim","intervals","134","149","icu","59.6","58.8","1.73","","","","455.0","114.0","131.0","123.0","39.0","","","100.0","0.0","0.0","58.8","0.0","0.0","0","0.0","0.0","0","","","0.0","-10.8","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","25.0","44.85479","5.0","3.0","","","","","easy","below","typical","endurance_easy","Aburrida y larga y costosa como todas las sesiones de natación","1","1","v3.11","1.0"
"i131777097","6258803.0","2026-03-13","16:15","bike","Ride","intervals","139","156","icu","138.0","126.2","40.12","797.0","809.0","19.9","1258.0","130.0","169.0","151.0","88.106636","25.0","15.260614","50.3","46.4","3.3","63.1","58.3","4.2","3","57.9","33.5","7","19.1;33.5;5.3","3;0;67","0.0","-3.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","99.0","155.1031","5.0","1.0","","","","","work_steady","above","typical","endurance_moderate","Etiqueta fisiológica: SUBIDA_Z2_SOSTENIDA_CONTROLADA | Hallazgo diferencial: mucho tiempo en Z2 por FC, con 2 bloques principales (30:55 y 13:37), pero la capa RR indica que el esfuerzo fue controlado, no de umbral alto. | Coste dominante: volumen de subida + duración total; no intensidad máxima. | RR/α1: RR_OK; α1 global alto (~1,40) y en el bloque largo de Z2 se mantiene mayoritariamente >0,75 → subida sostenible, no sesión dura. | Lectura útil a futuro: buena construcción aeróbica específica en bici; no confundir “mucho Z2 por FC” con “sesión dura”. | Sesión donde se buscó Z2 en las subidas. Buena respuesta y buenas sensaciones en las subidas. | En la subida al Tibidabo se busco Z3. Se hizo duro pero fue gratificante. | Satisfecho con la sesión.","1","1","v3.11","1.0"
"i131932523","","2026-03-14","11:55","road_run","VirtualRun","intervals","143","161","icu","92.1","85.5","9.03","","","","968.0","141.0","169.0","167.0","67.06945","33.0","","53.9","35.1","11.0","45.3","29.5","9.2","5","40.0","12.4","22","7.7;3.0;12.4;8.3;8.6","6;0;68;0;0","0.0","-19.8","intervals_fit","running indoor_running","","","0.0","","","","6.24","6.77","67.4","66.7","1.0","1.0","","","0","1.085","","84.0","139.46208","6.0","3.0","","","","","work_intense","typical","unknown","endurance_hard","Nota resumen (calidad) — Cinta 14-mar-2026 | Etiqueta fisiológica: FUERZA-RESISTENCIA EN PENDIENTE + CARGA MIXTA CENTRAL/PERIFÉRICA. No es sesión fácil, no es AeT continuo, no es HIIT clásico. | Hallazgo clave: la parte central del protocolo concentra la carga real. Los bloques 15% @ 6,0 km/h fueron los más exigentes, especialmente el bloque 4 (FC media ~165, 8:27 en Z3, α1 mediana ~0,45). | Fatiga acumulada intra-sesión: la misma consigna externa en pendiente se encarece con el paso de la sesión: 15% @ 4,5 km/h pasa de FC ~143 / α1 ~0,81 en bloque 3 a FC ~150 / α1 ~0,68 en bloque 5. Esto indica acumulación de fatiga real, no solo variación aleatoria. | Discrepancia FC vs RR relevante: el bloque 2% @ 8,7 km/h parece moderado por FC (~145 lpm, sin Z3), pero por RR sale claramente exigente (α1 mediana ~0,70, ~88% <0,75). Lectura correcta: bloque fisiológicamente duro aunque la FC no lo parezca. | Carga global: sobre los 90’ útiles, la distribución fue ~57% Z1 / 32% Z2 / 10% Z3. El coste dominante no fue un único pico corto, sino una parte media sostenidamente demandante. | RR / α1 interpretabilidad: RR_OK (≈99,5% válido). RMSSD 1’ P50 ~2,75 ms y α1 global mediana ~0,79 con ~42% <0,75 → sesión globalmente exigente para ser cinta “a bloques”. | Comparabilidad: comparable con futuros protocolos escalonados de cinta con pendiente alta; no comparable con TEST-CINTA estándar, AeT continuo ni rodajes estables en llano. | Lectura práctica correcta: sesión útil como trabajo de tolerancia muscular en pendiente + carga aeróbica exigente, pero demasiado cara para clasificarla como sesión de acumulación barata. | Confianza: 0,91 | Advertencia clave: el dato más fácil de malinterpretar es el bloque 2% @ 8,7; por FC parece moderado, pero la capa RR muestra que llegó ya con fatiga acumulada y salió claramente más costoso de lo aparente. | Sesión dura, especialmente los bloques 2 al 4. | Noté la fatiga acumulado de ayer y la de hoy porque la fc no me bajó mucho a pesar de meter algun bloque no muy rápido. La cadera se quejó un poco al pricipio y luego noto como el tendón un poco inflamado.","1","1","v3.11","1.004"
"i132252950","6297849.0","2026-03-15","16:38","bike","Ride","intervals","139","156","icu","133.7","129.6","51.64","213.0","204.0","4.1","1043.0","117.0","144.0","131.0","92.687805","","15.547679","99.1","0.9","0.0","128.2","1.2","0.0","0","0.0","0.0","0","","","0.0","-8.3","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","63.0","109.95596","4.0","2.0","","","","","easy","above","above","endurance_easy","","1","0","v3.11","1.0"
"i132381084","","2026-03-16","09:12","strength","WeightTraining","intervals","142","163","icu","38.3","38.3","0.0","","","","158.0","88.0","116.0","","","","","100.0","0.0","0.0","38.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","12.828335","4.0","3.0","","","","","NA","below","typical","strength_unknown","Entrenamiento fuerza piernas. Rodillas algo sensibles pero aceptable","1","1","v3.11",""
"i132659323","","2026-03-17","08:40","mobility","Workout","intervals","142","163","icu","60.0","60.0","0.0","","","","140.0","76.0","106.0","","","","","100.0","0.0","0.0","60.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","10.003624","","","","","","","NA","unknown","unknown","mobility","","0","0","v3.11",""
"i132739221","6330154.0","2026-03-17","14:09","trail_run","TrailRun","intervals","143","161","icu","100.0","96.0","11.4","441.0","430.8","38.7","1033.0","139.0","168.0","161.0","75.94885","","17.46401","60.7","35.4","3.9","58.1","34.0","3.7","3","27.2","13.6","14","13.6;5.4;8.2","27;0;0","0.0","-30.1","intervals_fit","running trail","","","1.0","196.2","334.0","292.0","6.51","8.01","72.4","79.5","1.0","1.0","210.0","182.5","0","1.23","0.869","87.0","148.53741","5.0","3.0","219.0","718.0","402.0","10.2334385","work_steady","above","typical","endurance_moderate","Salida agradable pero se ha hecho larga al final. He notado el cansancio físico y el cansancio muscular, sobre todo en gemelos. Glúteo izquierdo se ha ido quejando un poco mas que las últimas veces pero sin entorpecer .","1","1","v3.11","1.006"
"i133012203","6349892.0","2026-03-18","13:45","bike","Ride","intervals","139","156","icu","128.9","125.5","43.1","498.0","515.0","11.6","1102.0","124.0","150.0","141.0","89.200966","","15.706978","90.6","9.4","0.0","113.5","11.8","0.0","3","12.9","5.3","0","4.0;5.3;3.6","0;0;0","0.0","-4.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","77.0","130.4953","5.0","3.0","","","","","work_moderate","typical","typical","endurance_moderate","Salida VT1. No me he notado tan fluido como otras veces.  | En la parte final llana no me subía mucho la fc para mi rpe. Viento de cara.","1","1","v3.11","1.0"
"i133173462","","2026-03-19","08:51","mobility","Workout","intervals","142","163","icu","40.9","40.9","0.0","","","","112.0","83.0","155.0","","","","","97.8","2.2","0.0","40.0","0.9","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","10.815013","","","","","","","NA","unknown","unknown","mobility","","0","0","v3.11",""
"i133197703","","2026-03-19","09:34","mobility","Workout","intervals","142","163","icu","18.7","18.7","0.0","","","","74.0","88.0","105.0","","","","","100.0","0.0","0.0","18.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","3.0","6.1015644","","","","","","","NA","unknown","unknown","mobility","","0","0","v3.11",""
"i133273117","6367999.0","2026-03-19","14:25","trail_run","TrailRun","intervals","143","161","icu","86.0","82.9","13.1","32.42857","20.428572","2.5","901.0","139.0","165.0","156.0","83.15642","","15.143774","74.4","24.9","0.6","61.7","20.7","0.5","3","18.6","6.4","2","6.4;6.2;6.0","0;0;5","0.0","4.4","intervals_fit","running trail","","","1.0","233.1","364.0","280.0","9.61","9.36","84.1","82.2","1.0","1.0","233.8","232.5","0","0.974","0.994","76.0","131.58519","4.0","2.0","238.0","1202.0","876.0","2.9386716","work_moderate","typical","typical","endurance_moderate","Carrera en vt1 con tres aceleraciones por encima de VT1. Buenas sensaciones aunque note el impacto en los músculos. Cadera se quejó al inicio.  | ,","1","1","v3.11","1.0"
"i133588829","","2026-03-20","16:05","strength","WeightTraining","intervals","142","163","icu","40.4","40.4","0.0","","","","225.0","102.0","148.0","","","","","99.4","0.6","0.0","40.1","0.2","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","14.0","20.950157","","","","","","","NA","above","typical","strength_unknown","","0","0","v3.11",""
"i133698636","6396743.0","2026-03-21","09:15","bike","Ride","intervals","139","156","icu","258.8","247.3","95.96","277.0","260.0","2.9","2092.0","121.0","149.0","136.0","34.25","","14.455265","98.6","1.4","0.0","243.6","3.4","0.0","0","0.0","0.0","0","","","0.0","19.6","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","130.0","226.37198","5.0","2.0","","","","","easy","above","above","endurance_easy","Cardiovascular rpe 4, musular rpe 5","1","1","v3.11","1.002"
"i133874358","6417818.0","2026-03-22","08:59","trail_run","TrailRun","intervals","143","161","icu","75.5","75.0","10.04","290.60004","292.60004","28.9","776.0","137.0","164.0","157.0","82.62559","","10.763374","73.0","25.5","1.5","54.7","19.1","1.1","3","17.1","6.0","7","6.0;5.3;5.8","0;0;20","0.0","-2.8","intervals_fit","running trail","","","1.0","211.0","340.0","292.0","7.89","8.35","81.1","84.2","1.0","1.0","223.1","198.9","0","1.058","0.892","63.0","109.143135","5.0","2.0","228.0","288.0","150.0","9.555092","work_moderate","typical","typical","endurance_moderate","Carrera en formato libre sin estar pendiente de la fc, aunque la idea era ir tranquilo. Notaba las piernas y el sistema un poco cansado pero todo a respondido aceptablemente bien. Me ha gustado mucho la zona.","1","1","v3.11","1.0"
"i134209735","","2026-03-23","15:16","mobility","Workout","intervals","142","163","icu","40.7","40.7","0.0","","","","138.0","83.0","111.0","","","","","100.0","0.0","0.0","40.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","11.805893","","","","","","","NA","unknown","unknown","mobility","","0","0","v3.11",""
"i134210657","","2026-03-23","16:03","other","Other","intervals","142","163","icu","15.0","15.0","0.0","","","","","","","","","","","","","","","","","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","","","","","","","","","NA","unknown","unknown","other","","0","0","v3.11",""
"i134418254","","2026-03-24","09:24","road_run","VirtualRun","intervals","143","161","icu","56.3","50.8","4.88","","","","593.0","144.0","171.0","169.0","59.82262","22.0","","45.9","23.0","31.1","22.9","11.4","15.5","5","23.7","5.3","65","4.3;4.6;4.7;5.3;4.8","8;66;84;83;77","1.0","11.5","intervals_fit","running indoor_running","","","0.0","","","","6.14","5.72","60.1","59.5","1.0","1.0","","","0","0.932","","56.0","90.805374","7.0","2.0","","","","","work_intense","typical","unknown","endurance_hard","Sesión en cinta buscando trabajo de vo2 en series. | Se buscaron 5 bloques de 5 minutos. | Toda la sesión fue realizada con una inclinación del 15% | Para reducir impacto toda la sesión se realizo caminando. | Bloques: | - 5km/h 8 min aprox | - 6.5 km/h 5min | - 4km/h 5min | - 6.4 km/h 5min | - 4km/h 5min | - 6.4 km/h 5min | - 4km/h 5min | - 6.3 km/h 5min | - 3.5km/h 5min | - 6.1 km/h 5min | - 3.5km/h hasta el final","1","1","v3.11","1.0"
"i134523214","","2026-03-24","18:44","strength","WeightTraining","intervals","142","163","icu","48.7","48.7","0.0","","","","273.0","101.0","135.0","","","","","","","","","","","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","","24.938787","","","","","","","NA","unknown","unknown","strength_unknown","","0","0","v3.11",""
"i134627982","","2026-03-25","08:16","mobility","Workout","intervals","142","163","icu","42.1","42.1","0.0","","","","105.0","77.0","102.0","","","","","100.0","0.0","0.0","42.1","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","5.0","8.405812","","","","","","","NA","below","unknown","mobility","","0","0","v3.11",""
"i134708917","6482211.0","2026-03-25","13:39","bike","Ride","intervals","139","156","icu","137.7","132.2","50.83","181.0","244.0","3.6","1098.0","118.0","149.0","132.0","87.756935","","19.818197","98.3","1.7","0.0","129.7","2.3","0.0","0","0.0","0.0","0","","","0.0","14.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","70.0","118.88166","4.0","3.0","","","","","easy","above","above","endurance_easy","Salida de acumular volumen por debajo de VT1. He notado las piernas cargadas, y la habitual bajada de fc en la segunda parte. Viento a favor y de cara en diversas partes del recorrido. | Un poco de hambre hacia el final.","1","1","v3.11","1.0"
"i134951739","6498638.0","2026-03-26","14:03","trail_run","TrailRun","intervals","143","161","icu","64.5","64.4","9.65","341.0","341.0","35.3","770.0","153.0","171.0","167.0","83.6346","18.0","13.601798","15.2","63.5","21.3","9.8","40.9","13.8","4","57.7","19.0","24","18.8;16.9;19.0;3.0","13;50;15;0","0.0","4.0","intervals_fit","running trail","","","1.0","231.0","402.0","310.0","9.12","8.97","83.1","84.2","1.0","1.0","248.6","213.5","0","0.984","0.859","81.0","140.77669","5.0","2.0","248.0","3236.0","1905.0","15.147244","work_intense","typical","unknown","endurance_hard","Salida sin plan especifico. Noté que la fc me subía rápido y la deje correr y hice la sesión sin fijarme mucho ni buscar bajarla. Corrí y ya está. La rpe no está en consonancía con la fc media, hoy la fc ha estado alta de inicio. | Al finalde la sesión la cadera se ha empezado a quejar un poco mas. He notado el cansancio físico pero no me sentido frenado.","1","1","v3.11","1.0"
"i135238313","","2026-03-27","17:21","strength","WeightTraining","intervals","142","163","icu","71.7","71.7","0.0","","","","335.0","96.0","140.0","","","","","100.0","0.0","0.0","71.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","19.0","30.83209","","","","","","","NA","typical","above","strength_unknown","","0","0","v3.11",""
"i135583336","6538032.0","2026-03-29","08:32","road_run","Run","intervals","143","161","icu","70.5","70.0","10.74","59.34262","72.67612","5.5","709.0","135.0","159.0","147.0","84.56056","","4.8452706","90.9","9.1","0.0","63.6","6.3","0.0","1","3.1","3.1","0","3.1","0","0.0","-0.7","intervals_fit","running generic","","","1.0","226.8","334.0","272.0","8.97","9.39","83.9","85.2","1.0","1.0","221.9","231.7","1","1.047","1.044","56.0","99.32736","4.0","3.0","230.0","322.0","300.0","-1.1715778","easy","typical","typical","endurance_easy","muscular rpe 5 | Algo de molestias en la cadera derecha","1","1","v3.11","1.0"
"i135863677","6562559.0","2026-03-30","09:29","road_run","Run","intervals","143","161","icu","77.6","77.1","11.86","141.1144","141.29428","11.9","755.0","132.0","156.0","144.0","85.074844","","6.9583974","93.4","6.6","0.0","72.0","5.1","0.0","0","0.0","0.0","0","","","0.0","-1.1","intervals_fit","running generic","","","1.0","228.9","378.0","282.0","9.18","9.39","84.1","86.1","1.0","1.0","228.9","229.0","1","1.023","1.0","57.0","103.08887","5.0","3.0","234.0","1416.0","728.0","5.5049644","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i136729528","","2026-04-02","17:26","strength","WeightTraining","intervals","142","163","icu","70.2","70.2","0.0","","","","334.0","95.0","137.0","","","","","100.0","0.0","0.0","69.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","17.0","27.682987","","","","","","","NA","typical","above","strength_unknown","","0","0","v3.11",""
"i136952015","6654017.0","2026-04-03","15:13","bike","Ride","intervals","139","156","icu","132.6","126.3","40.22","843.0","836.0","21.0","1332.0","138.0","170.0","161.0","89.0471","20.0","17.69445","44.2","40.5","15.3","55.8","51.1","19.4","6","66.9","33.9","29","3.7;13.8;4.3;5.2;33.9;6.0","0;15;0;0;37;78","0.0","-1.1","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","117.0","190.49072","5.0","2.0","","","","","work_intense","above","unknown","endurance_hard","Salida ciclismo despues de viaje y parón. Se buscó hacer las subidas de forma alegre. Buenas sensaciones,  especialmente en la segunda. La fc subia con facilidad.","1","1","v3.11","1.0"
"i137317737","6688522.0","2026-04-05","07:13","bike","Ride","intervals","139","156","icu","160.5","149.6","50.87","816.0","825.0","16.0","1384.0","124.0","156.0","149.0","89.29416","","11.103059","76.1","23.9","0.0","113.8","35.7","0.0","5","33.8","17.3","0","3.4;3.3;5.7;17.3;4.1","0;0;0;0;0","0.0","-30.3","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","98.0","155.56856","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","Salida ciclismo buscando hacer la subida del día rápida. A pesar de esto la fc no llegó a VT2, no se que puede decir esto.","1","1","v3.11","1.001"
"i137524201","5857059.0","2026-04-06","07:39","trail_run","TrailRun","intervals","143","161","icu","81.8","79.6","10.63","261.9733","262.21497","24.6","834.0","137.0","180.0","167.0","82.62076","38.0","11.0914345","63.6","26.5","9.9","50.5","21.1","7.9","4","22.5","7.6","35","5.2;5.2;7.6;4.5","0;76;51;0","0.0","15.1","intervals_fit","running trail","","","1.0","212.5","412.0","310.0","8.6","7.65","83.5","81.7","1.0","1.0","218.5","206.4","0","0.89","0.945","71.0","115.76301","6.0","3.0","234.0","7370.0","4329.0","10.416331","work_intense","typical","unknown","endurance_hard","Ciertas molestias cadera derecha al comenzar. Hoy sensación de motor gripado y piernas pesadas.","1","1","v3.11","1.0"
"i138090502","","2026-04-07","15:16","swim","Swim","intervals","134","149","icu","41.8","41.1","1.2","","","","319.0","114.0","132.0","125.0","38.0","","","100.0","0.0","0.0","40.3","0.0","0.0","0","0.0","0.0","0","","","0.0","-2.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","30.30231","5.0","4.0","","","","","easy","below","typical","endurance_easy","Sensación costosa, como siempre en natación. La idea es que fuera una sesión de recuperación con poca carga. en los giros notaba las rodillas de vez en cuando. ""0 minutos de sauna después de la sesión.","1","1","v3.11","1.0"
"i138137906","6755155.0","2026-04-08","14:07","bike","Ride","intervals","139","156","icu","123.1","120.2","34.09","879.0","870.0","25.8","983.0","117.0","140.0","138.0","83.23911","","19.304018","99.7","0.3","0.0","119.8","0.3","0.0","0","0.0","0.0","0","","","0.0","-6.9","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","61.0","100.48415","4.0","2.0","","","","","easy","typical","typical","endurance_easy","Salida de ciclismo con colinas buscando sumar volumen sin pasar de vt1 y buscando un poco de regeneración. Nada destacable.","1","1","v3.11","1.0"
"i138431944","6771518.0","2026-04-09","14:55","trail_run","TrailRun","intervals","143","161","icu","90.1","88.7","13.19","40.0","30.0","3.0","916.0","136.0","172.0","163.0","81.48239","36.0","21.892223","88.4","6.3","5.3","78.4","5.6","4.7","1","13.5","13.5","35","13.5","35","0.0","5.3","intervals_fit","running trail","","","1.0","219.3","376.0","276.0","8.85","8.99","81.7","81.3","1.0","1.0","214.8","223.9","1","1.016","1.042","73.0","125.583885","4.0","2.0","225.0","1630.0","1476.0","3.702046","work_intense","typical","unknown","endurance_hard","Salida en sendero plano buscando salida larga suave por debajo de VT1.  El último km se hizo intenso buscando un detalle de calidad con kms acumulados. Algo de molestias al incio en cadera derecha. Algo de rodilla izquierda algun momento.","1","1","v3.11","1.0"
"i138775052","","2026-04-10","15:21","strength","WeightTraining","intervals","142","163","icu","65.4","65.4","0.0","","","","195.0","83.0","124.0","","","","","100.0","0.0","0.0","65.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","10.0","16.727255","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i138879060","6800893.0","2026-04-11","09:36","bike","Ride","intervals","139","156","icu","207.8","195.6","74.36","659.0","664.0","8.9","1942.0","132.0","176.0","167.0","91.70372","38.0","22.534996","71.8","13.2","15.0","140.2","25.8","29.3","2","36.8","25.5","80","25.5;11.3","84;69","0.0","-2.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","157.0","253.65027","6.0","2.0","","","","","work_intense","above","unknown","endurance_hard","Salida larga de ciclismo donde se ha buscado estar bajo/alrededor de VT1 hasta llegar a la primera subido que se ha hecho a tope aprovechando para descansar el breve periodo de bajada que había en medio. Bajada tranquila y de nuevo llano bajo VT1 hasta llegar a la subida 2 que también se volvió hacer a tope. Luego regreso tranquilo a casa. Buenas sensaciones. | Globalmente el rpe no sería de 6 en el llano sería de 4, pewro las subidas fueron de 7 u 8.","1","1","v3.11","1.0"
"i139065750","6819312.0","2026-04-12","08:51","trail_run","TrailRun","intervals","143","161","icu","67.3","67.1","10.61","20.0","103.240555","1.9","663.0","133.0","166.0","142.0","84.934044","","15.729812","96.6","2.4","1.0","64.8","1.6","0.7","0","0.0","0.0","0","","","0.0","4.1","intervals_fit","running trail","","","1.0","231.1","268.0","250.0","9.38","9.54","85.2","84.7","1.0","1.0","232.1","230.1","0","1.017","0.991","50.0","88.554306","4.0","2.0","234.0","0.0","0.0","6.656706","easy","typical","typical","endurance_easy","Salida sobre la hora buscando estar por debajo de VT1 despues de la sesión dura de ayer. sesión en pista plana. Curiosamente consigo mi mejor tiempo en 10k corriendo por debajo de VT1. Bien de molestias. Noto algo en rodilla izquierda y cadera derecha pero muy leve, solo un recuerdo de que están allí. Sensación de cansancio general pero bien llevada por ser terreno plano, de hecho voy bastante mejor de lo esperado. No tengo mucha explicación para las subidas de fc de los últimos minutos.","1","1","v3.11","1.0"
"i139780826","","2026-04-13","14:44","strength","WeightTraining","intervals","142","163","icu","80.6","80.6","0.0","","","","265.0","84.0","127.0","","","","","100.0","0.0","0.0","80.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","14.0","22.957909","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i139780822","","2026-04-14","09:33","mobility","Workout","intervals","142","163","icu","53.2","53.2","0.0","","","","181.0","84.0","117.0","","","","","100.0","0.0","0.0","53.2","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","9.0","14.674999","3.0","2.0","","","","","NA","above","unknown","mobility","","1","0","v3.11",""
"i139782179","6863110.0","2026-04-14","14:08","trail_run","TrailRun","intervals","143","161","icu","97.0","93.7","8.97","680.0","639.24316","75.8","1058.0","144.0","170.0","167.0","72.19879","48.0","19.164734","50.2","18.2","31.5","47.0","17.1","29.5","5","47.7","13.8","62","13.1;10.3;4.3;13.8;6.2","34;72;89;73;60","0.0","13.1","intervals_fit","running trail","","","1.0","197.1","408.0","332.0","6.04","5.71","72.5","71.9","1.0","1.0","217.5","176.7","0","0.945","0.812","100.0","168.80891","7.0","2.0","242.0","13876.0","5781.0","15.761743","work_intense","above","unknown","endurance_hard","Sesión de trail con cuestas en bucle donde se ha buscado estar por encima de VT2 en las subidas. He notado piernas cansadas pero bien. He ido notando como mi capacidad iba bajando en cada vuelta. El interior de la rotula la he notado un poco.","1","1","v3.11","1.0"
"i140070246","6882494.0","2026-04-15","13:59","bike","Ride","intervals","139","156","icu","123.9","119.0","46.71","129.0","135.0","2.8","969.0","116.0","140.0","130.0","88.162766","","18.977018","100.0","0.0","0.0","118.9","0.0","0.0","0","0.0","0.0","0","","","0.0","7.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","58.0","97.93244","3.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i140535493","","2026-04-16","14:43","mobility","Workout","intervals","142","163","icu","47.7","47.7","0.0","","","","156.0","86.0","111.0","","","","","100.0","0.0","0.0","47.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","13.885072","","","","","","","NA","above","unknown","mobility","","0","0","v3.11",""
"i140535491","","2026-04-16","15:33","elliptical","Elliptical","intervals","139","156","icu","45.2","45.2","0.0","","","","383.0","120.0","135.0","130.0","","","","100.0","0.0","0.0","45.2","0.0","0.0","0","0.0","0.0","0","","","1.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","24.0","42.480865","3.0","2.0","","","","","finish_strong","below","typical","endurance_easy","Sesión de elíptica suave para descargar.","1","1","v3.11","1.0"
"i140569750","","2026-04-17","09:45","road_run","VirtualRun","intervals","143","161","icu","51.0","50.8","8.08","","","","537.0","139.0","169.0","166.0","86.64132","46.0","","62.5","21.4","16.1","31.7","10.8","8.2","3","17.4","6.2","42","5.2;6.0;6.2","5;64;52","0.0","3.2","intervals_fit","running indoor_running","","","0.0","","","","10.11","9.09","87.6","85.7","1.0","1.0","","","0","0.899","","47.0","76.49118","6.0","2.0","","","","","work_intense","below","unknown","endurance_hard","4 serie de tempo run en cinta de 5 minutos.1% de inclinacion. Las dos primeros a 5m/km. como veía que se me estaba iendo la mano de dureza hice las otras 2 a 5,15m/km. | La cinta de HR parece que se saturó de sudor y no capto bien los latidos de la ultima serie. | Me quedo con la sensación que estoy un poco lejos a día de hoy de poder hacer un 10k en menos de 50mins.","1","1","v3.11","1.0"
"i140938746","6937491.0","2026-04-18","16:12","bike","Ride","intervals","139","156","icu","141.2","136.7","55.24","277.0","281.0","5.0","1149.0","120.0","147.0","139.0","92.41477","","22.510265","95.3","4.7","0.0","130.2","6.4","0.0","1","4.5","4.5","0","4.5","0","0.0","-5.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","70.0","130.16396","4.0","2.0","","","","","easy","above","above","endurance_easy","Salida por debajo de VT1, para construir base sin sobrecargar sistema.","1","1","v3.11","1.0"
"i141219736","6961949.0","2026-04-19","15:56","bike","Ride","intervals","139","156","icu","193.8","183.2","70.02","145.0","145.0","2.1","1483.0","115.0","142.0","131.0","91.619736","","20.711159","99.5","0.5","0.0","182.2","0.8","0.0","0","0.0","0.0","0","","","0.0","9.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","86.0","148.62439","5.0","3.0","","","","","easy","above","above","endurance_easy","Salida por debajo de VT1, para construir base sin sobrecargar sistema. | Tengo la sensación que, llegado a un determinado momento.la fc ya no me sube porque vaya mejor de resisténcia, si no porque las piernas no me dan lo suficiente para mantener el ritmo.","1","1","v3.11","1.0"
