"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i125866327","5859811.0","2026-02-17","14:12","trail_run","TrailRun","intervals","143","161","icu","70.2","69.0","7.03","422.0","425.0","60.0","728.0","139.0","166.0","159.0","72.837845","","14.7775755","60.4","38.3","1.3","41.7","26.4","0.9","3","18.3","10.5","0","4.0;3.8;10.5","0;0;0","0.0","0.6","intervals_fit","running trail","","","1.0","190.4","368.0","288.0","6.3","6.15","73.0","72.7","1.0","1.0","194.1","186.8","0","0.976","0.962","62.0","107.76699","4.0","","214.0","702.0","488.0","7.555334","work_moderate","typical","below","endurance_moderate","Molestias iniciales de cadera. Algo de inestabiblidad en la rodilla izquierda al inico. Gemelos cargados en las subidas. Sensación de falta de fuelle, especialmente en la primera subida, la segunda un poco mejor. | Nota de calidad (analítica IA)  | Firma de sesión: rodaje aeróbico condicionado por perfil: el estímulo cardiovascular se concentra en subida y la bajada actúa como “reset” (FC cae), con coste mecánico asociado al descenso. | Carga interna por FC: predominio Z1 con Z2 significativa y Z3 testimonial (picos breves, no sostenidos). Es base con “puntas” por pendiente, no intensidad estructurada. | Continuidad del estímulo: la Z2 aparece principalmente en subidas y de forma poco sostenida (más intermitente por terreno que bloque estable tipo AeT). | RR (valor añadido): señal buena (≈2% latidos descartados tras limpieza). DFA-α1 mediana ~1,00 con ~20% del tiempo <0,75 y HR@0,75 ~146 lpm → sesión cerca del umbral aeróbico en partes (probablemente subidas/variabilidad), pero globalmente aeróbica. | Implicación operativa: carga mecánica moderada (bajada) + estímulo aeróbico útil; no sustituye un AeT continuo si ese era el objetivo (por falta de continuidad en Z2). | Confianza: 0,87 | Advertencia clave: en trail, el %Z2 puede sobreestimar “AeT” si viene de pendientes con oscilación de ritmo; la métrica clave es bloque continuo y tiempo bajando como coste. | Etiqueta fisiológica: BASE_ONDULADA + AET_FRAGMENTADO | Hallazgo diferencial: Z2 relevante pero construida sobre subidas cortas/medias; no hubo bloque continuo útil de AeT. | Coste dominante: mixto; cardiometabólico moderado en subida + mecánico moderado por bajadas. | RR/α1: RR usable; α1 mediana ~1,00 con ~20% <0,75 → episodios alrededor de AeT, no tramo sostenido estable. | Lectura útil a futuro: sesión de base con desnivel; no comparable con un AeT continuo en cinta o subida constante.","1","1","v3.11","1.0"
"i126035326","","2026-02-18","07:58","strength","WeightTraining","intervals","142","163","icu","57.4","57.4","0.0","","","","208.0","86.0","121.0","","","","","100.0","0.0","0.0","57.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","10.0","16.710636","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i126120223","5871002.0","2026-02-18","13:32","bike","Ride","intervals","139","156","icu","141.8","136.9","49.56","350.0","358.0","7.1","1204.0","123.0","153.0","143.0","93.2562","","17.05354","87.4","12.6","0.0","119.3","17.2","0.0","2","17.7","14.3","0","3.4;14.3","0;0","0.0","13.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","82.0","140.14572","5.0","","","","","","work_moderate","above","typical","endurance_moderate","Nota de calidad (analítica IA)  | Firma de sesión: salida predominantemente fácil con un bloque claro de subida (segmento lento y sostenido) que concentra casi todo el tiempo “alto” de FC; el resto es rodaje estable. | Carga interna por FC: Z1 dominante con Z2 minoritaria; no hay Z3. Esto la clasifica más como recuperación/volumen fácil que como construcción específica en Z2. | Continuidad del estímulo: la mayor parte del tiempo en Z2 está concentrada en un único tramo (subida) y no en bloques múltiples sostenidos tipo tempo; por tanto el estímulo “cerca de umbral aeróbico” es limitado. | RR (valor añadido): señal muy limpia (artefactos tras limpieza ~0,08%). DFA-α1 alto y estable (mediana ~1,57; 0% <0,75) → sesión claramente por debajo de umbrales, compatible con carga aeróbica suave. RMSSD en ejercicio bajo de forma consistente (estado de ejercicio mantenido sin picos). | Implicación operativa: día “barato” para acumular; si el objetivo semanal era Z2 efectivo, esta sesión aporta poco por continuidad, pero es útil para sumar volumen sin fatiga intensa. | Confianza: 0,88 | Advertencia clave: sin potencia, la lectura de “durabilidad/deriva” basada en velocidad puede contaminarse por viento/perfil; aquí la capa RR confirma que fue baja intensidad real. | Etiqueta fisiológica: Z1_REGENERATIVO + SUBIDA_Z2_AISLADA | Hallazgo diferencial: casi toda la carga moderada se concentra en una subida clara; fuera de eso, salida baja de intensidad. | Coste dominante: cardiometabólico bajo; mecánico bajo-moderado. | RR/α1: RR muy limpio; α1 alto y estable (mediana ~1,57; 0% <0,75) → sesión claramente subumbral. | Lectura útil a futuro: útil para acumular sin fatiga alta; aporta poco como sesión específica de Z2.","1","1","v3.11","1.0"
"i126262461","","2026-02-19","08:44","strength","WeightTraining","intervals","142","163","icu","39.8","39.8","0.0","","","","118.0","84.0","111.0","","","","","100.0","0.0","0.0","39.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","5.0","9.60513","","","","","","","NA","below","below","strength_unknown","","0","0","v3.11",""
"i126336483","5882664.0","2026-02-19","14:07","trail_run","TrailRun","intervals","143","161","icu","77.5","77.1","8.02","434.00006","443.80005","54.1","778.0","135.0","164.0","152.0","74.32278","","14.629861","69.4","30.1","0.5","53.5","23.1","0.4","4","15.7","4.7","3","4.1;3.3;4.7;3.6","0;0;9;0","0.0","-11.7","intervals_fit","running trail","","","1.0","191.7","448.0","308.0","5.86","6.81","72.2","76.4","1.0","1.0","206.1","177.3","0","1.162","0.86","61.0","106.26882","5.0","3.0","218.0","8020.0","2755.0","10.948157","work_moderate","typical","below","endurance_moderate","En las subidas noté bastante falta de motor. FC alta bastante rapido. Algo de molestia en la rodilla izquierda al final de todo. En La ultima bajada me dio la sensación de ir mas justo de rodillas. | Nota de calidad (analítica IA)  | Firma de sesión: rodaje aeróbico condicionado por terreno, con estímulo cardiovascular concentrado en subidas y recuperación cardiaca en bajadas; carga mecánica relevante por alto tiempo descendiendo. | Carga interna por FC: predominio Z1 con Z2 moderada y Z3 prácticamente nula (picos breves). Es un día de base “controlada”, no de intensidad. | Continuidad del estímulo (punto clave): el tiempo en Z2 está muy fragmentado: 11 bloques de Z2, bloque máx ~2:45; la separación entre bloques (Z1) suele ser ~0:41–5:18. Esto indica estímulo intermitente por perfil, no un AeT continuo. | RR (valor añadido): señal buena (artefactos tras limpieza ~1,35%). DFA-α1 mediana ~1,27 (IQR ~0,29) con ~1,7% <0,75 → dominante aeróbico estable; la estimación HR@0,75 ~143 lpm cae cerca de VT1, pero aquí se interpreta como consistencia del esfuerzo más que como test. | Implicación operativa: sesión adecuada para acumular base con desnivel sin picos de intensidad, pero no sustituye un trabajo AeT estructurado (por falta de continuidad en Z2). Tratarla como carga mecánica moderada por bajadas. | Confianza: 0,90 | Advertencia clave: en trail ondulado, el sumatorio de Z2 puede sobreestimar el estímulo “AeT” si está troceado en bloques <3’; la métrica útil es duración de bloques continuos y el tiempo descendiendo como coste mecánico. | Etiqueta fisiológica: BASE_ONDULADA_CONTROLADA | Hallazgo diferencial: Z2 moderada pero muy fragmentada (11 bloques; máx ~2:45); Z3 prácticamente nula. | Coste dominante: mecánico moderado por bajada, más que intensidad interna. | RR/α1: RR bueno; α1 mediana ~1,27 y ~1,7% <0,75 → dominante aeróbico estable. | Lectura útil a futuro: buena sesión de acumulación con desnivel; no sustituye trabajo AeT estructurado.","1","1","v3.11","1.0"
"i126500370","","2026-02-20","09:02","strength","WeightTraining","intervals","142","163","icu","49.2","49.2","0.0","","","","197.0","87.0","126.0","","","","","100.0","0.0","0.0","49.2","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","10.0","15.845709","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i126714469","5909728.0","2026-02-21","08:13","trail_run","TrailRun","intervals","143","161","icu","62.2","62.2","8.43","108.60004","115.400024","12.9","580.0","128.0","146.0","140.0","82.602066","","1.8947792","99.3","0.7","0.0","61.7","0.4","0.0","0","0.0","0.0","0","","","0.0","-3.3","intervals_fit","running trail","","","1.0","205.1","360.0","260.0","7.97","8.6","82.4","82.8","1.0","1.0","209.3","200.8","0","1.079","0.959","41.0","71.54053","4.0","2.0","214.0","214.0","214.0","6.841969","easy","typical","typical","endurance_easy","Nota de calidad (analítica IA) | Firma de sesión: rodaje claramente fácil (carga interna baja), con pacing bastante estable tras el calentamiento; sin deriva cardiovascular relevante (FC no sube progresivamente a igualdad de ritmo). | Carga interna por FC: Z1 prácticamente total; Z2 es residual/testimonial (no hay estímulo cerca de VT1). | Continuidad del estímulo: al no existir tiempo sostenido en Z2, esta sesión funciona como acumulación/regeneración, no como construcción AeT. | RR (valor añadido): señal excelente (artefactos ~0,01%). DFA-α1 mediana ~1,04 (IQR ~0,28); tiempo <0,75 ~6–7% → dominante aeróbico estable, con pequeñas caídas atribuibles a variabilidad del gesto/terreno/respiración (no indica umbral). Estimación HR@0,75 poco fiable aquí por rango de FC estrecho. | Implicación operativa: sesión “barata” para sumar volumen y facilitar recuperación entre días con desnivel o carga mecánica. | Confianza: 0,89 | Advertencia clave: en sesiones tan fáciles y con rango estrecho de FC, no uses HR@α1≈0,75 para ajustar umbrales; sirve más como control de estabilidad que como test. | Bien de molestias, al cabo de un rato se quejó la cadera y la rodilla izquierda, pero nu feu a más. Hacia al final sensación de terreno más duro. Parece que la recuperación articular y muscular ha ido bien, también es cierto que se ha andado mucho durante el día, | Etiqueta fisiológica: Z1_REGENERATIVO | Hallazgo diferencial: Z1 casi total; no hay estímulo útil cerca de VT1. | Coste dominante: bajo, sesión “barata”. | RR/α1: RR excelente; α1 mediana ~1,04, tiempo <0,75 bajo (~6–7%) → estabilidad aeróbica clara. | Lectura útil a futuro: comparable con rodajes fáciles de recuperación; no usar para inferir umbral ni progreso AeT.","1","1","v3.11","1.002"
"i126954273","5924653.0","2026-02-22","08:18","trail_run","TrailRun","intervals","143","161","icu","62.7","62.4","9.03","102.00006","107.00006","11.3","663.0","139.0","170.0","162.0","84.35388","16.0","1.4940805","60.7","34.0","5.3","37.9","21.2","3.3","2","20.1","16.8","16","3.3;16.8","3;19","1.0","13.0","intervals_fit","running trail","","","1.0","217.2","380.0","285.5","8.65","8.92","84.3","84.4","1.0","1.0","223.6","210.8","0","1.031","0.943","58.0","100.762924","5.0","2.0","227.0","1374.0","864.0","17.220125","work_intense","unknown","unknown","endurance_hard","Bien de molestias. Noté el terreno duro, la fc se fue un poco al final, pero tambien es verdad que fui solo con reloj. Tengo sensación de que las peirnas no me dan para correr mas rápido. | Nota de calidad (analítica IA) | Firma de sesión: rodaje aeróbico con bloque final más exigente (progresión), evidenciado por aumento de FC en el último tercio sin que el ritmo mejore proporcionalmente. | Carga interna: mayoritariamente Z1–Z2, con Z3 breve pero no nulo concentrado cerca del final (pico de FC alto al cierre). Esto lo clasifica más como “aeróbico + finish” que como rodaje fácil. | Continuidad del estímulo: el tiempo en Z2 fue alto pero muy fragmentado (bloques cortos por ondulación/ritmo), por lo que no equivale a un trabajo AeT continuo tipo 2×20’. | RR (valor añadido): no disponible/ no usable (sesión grabada solo con reloj en Polar Flow; el “RR.csv” exportado no contiene serie RR válida). No se reportan DFA-α1/RMSSD. | Implicación operativa: catalogar como día aeróbico con carga moderada (por el finish). Para un bloque de reacumulación post-parón, conviene que la siguiente sesión sea Z1 real (llano/bici) para consolidar sin acumular fatiga. | Confianza: 0,87 | Advertencia clave: en trail ondulado, %Z2 total puede sobreestimar “AeT” si está troceado; la lectura útil es la estructura (finish/progresión) y continuidad, no solo el sumatorio. | (deleted) | T | Etiqueta fisiológica: AEROBICO_CON_FINISH | Hallazgo diferencial: rodaje mayoritariamente aeróbico con último tercio más exigente; Z2 alta pero fragmentada, Z3 breve al final. | Coste dominante: cardiometabólico moderado por progresión final. | RR/α1: RR_NO_DISPONIBLE (solo reloj/OHR). | Lectura útil a futuro: no fue “easy puro”; fue un aeróbico con cierre más intenso.","1","1","v3.11","1.0"
"i127462014","","2026-02-24","09:54","strength","WeightTraining","intervals","142","163","icu","63.9","63.9","0.0","","","","180.0","80.0","113.0","","","","","100.0","0.0","0.0","63.9","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","9.0","16.340511","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i127535780","5961645.0","2026-02-24","14:15","bike","Ride","intervals","139","156","icu","101.8","100.0","29.8","655.0","752.0","22.0","963.0","132.0","158.0","154.0","87.99807","","19.560211","44.7","54.3","1.0","44.5","54.1","1.0","4","56.4","19.7","2","18.8;19.7;14.0;3.9","2;4;0;0","0.0","-26.3","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","81.0","136.25478","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","Buena sesión de ""cuestas"". La primera del año. Busque trabajo en Z2 en las subidad. Evidentemente me notaba  que me faltaba chispa y noté cierto esfuerzo en ellas pero sin dramas. La tercera subida fue algo mas relajada porque subí. acompañado. Buenas sensaciones de rodillas, en algun momento noté algo la derecha pero sin mas. En la ultima bajada noté algo la izquierda pero sin mas también. A nivel perineal de las veces que mas comodo he subido, quizá esta posición del sillín sea la buena. | Unas horas después de la sesión noto las rodillas cargadas. un 3 o 4 sobre 10. | Molestia en biceps femoral izq. La molestia ya estaba antes de la sesion. | Molestia en el codo izq. La temperatura a bajado, así que no es evidente atribuir la molestia a la bicicleta. | Nota de calidad (analítica IA) ) | Firma de sesión: salida muy condicionada por perfil (prácticamente “subir + bajar”, con muy poco llano). El estímulo cardiovascular se concentra en la subida, con bajada larga como “recuperación” (FC baja) pero no implica baja carga total. | Carga interna por FC: predominio de FC en Z2 con Z3 residual (poco tiempo ≥157), lo que sugiere sesión aeróbica sostenida sin esfuerzos máximos, pero no “fácil” por el volumen de subida. | Continuidad del estímulo: Z2 incluye bloques continuos relevantes (top ~16–17 min, además de otros ~10 min y ~8–9 min), pero el conjunto sigue siendo intermitente por alternancia subida/bajada; no es un “steady” de llano. | RR (valor añadido): señal excelente (artefactos tras limpieza ~0,07%). DFA-α1 mediana ~1,10 con ~18% de tiempo <0,75, concentrado casi íntegramente en subida (marcador de tramos exigentes/variables). Interpretarlo como exigencia segmentaria, no como recalibración de umbral (no-estacionariedad del terreno). | Implicación operativa: clasificar como día de carga moderada (mucho tiempo “en motor” por subida, aunque sin Z3 sostenida) → si el objetivo global es reacumulación post-parón, conviene que la siguiente sesión sea Z1 real para consolidar sin acumular fatiga periférica. | Confianza: 0,88 | Advertencia clave: sin potencia, las conclusiones son sobre FC/estado interno; el “trabajo” mecánico exacto depende de viento/pendiente/cadencia, así que la lectura buena es segmentada (subida vs bajada), no un promedio global. | Etiqueta fisiológica: SUBIDA_Z2_SOSTENIDA / BASE_HILLY | Hallazgo diferencial: mucho tiempo útil en Z2 con bloques reales (máx ~16:47; otros ~10’ y ~8:35), sin Z3 sostenida. | Coste dominante: cardiometabólico moderado por subida prolongada; mecánico bajo. | RR/α1: RR excelente; α1 mediana ~1,10 con ~18% <0,75, casi todo en subida → tramo exigente, pero no adecuado para recalibrar umbrales. | Lectura útil a futuro: buena sesión de construcción aeróbica en bici; no es recuperación.","1","1","v3.11","1.0"
"i127717007","","2026-02-25","08:15","strength","WeightTraining","intervals","142","163","icu","60.0","59.9","0.0","","","","244.0","90.0","142.0","","","","","100.0","0.0","0.0","60.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","13.0","20.528347","","","","","","","NA","typical","typical","strength_unknown","Algo de molestias en las rodillas. No hubo problemas salvo con |  el de zancadas con 9*2 kg, porque vi que me podía hacer daño.","0","1","v3.11",""
"i127783816","5977969.0","2026-02-25","15:16","trail_run","TrailRun","intervals","143","161","icu","80.7","79.9","8.21","474.0","478.0","57.7","915.0","148.0","170.0","165.0","74.18172","25.0","14.254792","41.7","39.3","19.0","33.4","31.4","15.2","4","43.4","11.8","35","11.8;10.4;9.4;11.8","17;75;39;14","0.0","-3.7","intervals_fit","running trail","","","1.0","191.6","396.0","298.0","6.57","5.94","75.2","73.2","1.0","1.0","201.6","181.6","0","0.904","0.901","90.0","157.95615","5.0","2.0","219.0","3340.0","1702.0","8.5244055","work_intense","unknown","unknown","endurance_hard","Sesión dura, sobre todo al principio. Noté que la fc subía rápido, asi que, ya que estaba miré de hacer las subidas intensas pero sin quemarme. Después de la primera subida ya fuí con la fc alta en general durante toda la sesión. Las articulaciones durante la sesión han respondido bien. En las bajadas finales notaba que los músculos estaban cargados (trabajo de piernas por la mañana) | Nota de calidad (analítica IA)  | Firma de sesión: esfuerzo dominante en subidas con recuperación cardiaca en bajadas; el estímulo principal es fuerza-resistencia/umbral en subida + carga excéntrica por descenso (no es sesión “base”). | Carga interna: distribución con fracción de Z3 relevante (≈1/5 del moving), no solo picos; sugiere tramos de subida con FC frecuentemente ≥VT2. | Continuidad del estímulo: el tiempo en Z2/Z3 está fragmentado por el perfil (pocos tramos largos sostenidos), por lo que no sustituye a un AeT continuo tipo 2×20’ aunque acumule minutos en Z2. | RR (valor añadido): señal utilizable (sin offline; ~5–6% de latidos descartados por saltos). DFA-α1 mediana ~0,89 y ~30% de ventanas <0,75, consistente con segmentos exigentes/variables propios de subida en trail; no usar esta sesión para recalibrar HR@0,75. | Implicación operativa: clasificar como día de carga mecánica alta | Etiqueta fisiológica: DESNIVEL_ESPECIFICO + CARGA_MECANICA_ALTA | Hallazgo diferencial: sesión de desnivel intencional con Z3 relevante (~19%); carga claramente superior a una base fácil. | Coste dominante: mecánico alto por desnivel/bajadas + cardiometabólico moderado-alto en subidas. | RR/α1: RR usable; α1 mediana ~0,89 con ~30% <0,75 → muchos segmentos exigentes/variables. | Lectura útil a futuro: útil como fuerza-resistencia en trail; no es sesión de acumulación barata ni AeT continuo.","1","1","v3.11","1.0"
